"114","155","0","100","","","0","","following","2010-10-22","0000-00-00","0","210","1","Storz","Cold Light Source","450 BV","","CH","","114","20040630","10","","","","","","","","1941","OK","1","4100","1","","","","","",""
"115","154","0","100","","","0","","following","2010-10-22","0000-00-00","0","93","0","Hamilton","Respirator Amadeus","Amadeus 153000","","CH","","115","19900101","","","","","","","","","699","OK, working","1","33000","1","","","","","",""
"116","155","0","100","","","0","","following","2010-10-22","0000-00-00","0","127","1","Olympus","cold Light source","CLE-F10","","CH","","116","19910101","10","52.7","50","20.5","","","","","465","OK, working","1","20000","1","","","","","",""
"117","155","0","100","","","0","","following","2010-10-22","0000-00-00","0","158","1","Olympus","Cold Light source","CLV-U20","","CH","","117","19931020","20","53.3","58.4","17.8","","","","","348","OK, working","1","8000","1","","","","","",""
"118","157","0","100","","","0","","Manual in DE, EN, SP","2010-10-25","0000-00-00","0","69","0","Sony","Videoprinter","UP-895 MDW","","CH","","118","20010101","3.4","26","15.4","10.5","","","","","462","OK, working","1","2130","1","","","","","","1"
"119","160","0","100","","","0","","Rate parameters:1-500 ml/hr. in 1 ml increments /Volume & Dose Limits: Off-9999 ml in 1 ml increments /Occlusion Pressure: Occludes at  rate: 5 ml/hr or selected rate if lower. /Alarms:Flo, Door, Hold, Bat., Batt., Err X.\
Accuracy:	? 10 %\
Flow Sensor:	Model 182","2010-10-25","0000-00-00","0","168","1","Carbamed","Infusion Pump","IVAC Star Flow 581","","CH","","119","19900501","10","","","","","","","","200","OK, working","1","3000","1","","","","","",""
"120","160","0","100","","","0","","Manual in EN as PDF","2010-10-25","0000-00-00","0","228","1","BBraun","Needle Pump Perfusor Compact","Perfusor Compact","","CH","","120","20000224","1.5","12","19","10","","","","","448","Very Good","1","2499","1","120.Perfusor Compact.pdf","","","","","3"
"123","160","0","100","","","0","","Manual in EN as PDF","2010-10-25","0000-00-00","0","115","0","BBraun","Needle Pump Perfusor Compact","Perfusor Compact","","CH","","123","20010417","1.5","12","19","10","","","","","602","Very Good","1","2600","1","123.Perfusor Compact.pdf","","","","",""
"124","157","0","100","","","0","","following","2010-10-25","0000-00-00","0","198","1","Sony","Videoprinter","UP-890 CE","","CH","","124","20040401","3.7","30.3","15.4","10.06","","","","","1344","OK, working","1","3000","1","","","","","","1"
"125","154","0","100","","","0","","following","2010-10-25","0000-00-00","0","111","0","Hamilton","Respirator Veclar-FT","Veolar 1500028","","CH","","125","19940301","20","","","","","","","","2472","OK, working","1","52458","1","","","","","",""
"177","160","0","100",\N,\N,"0",\N,"Manual in DE as PDF\
\
Infusion rate range: 0.1-99.9 ml/h\
\
Network connection: 220-240 V~, 50/60 Hz\
Battery: rechargable\
\
The Model 770 has been developed to process small quantities of drugs with high accuracy.","2010-11-15",\N,"0","189","1","Carbamed","Needle Pump","IVAC 770","","CH","","177","20000101","3.6","16.5","31.8","12","","","","","on request","OK, working","1","0","1","177.IVAC770 Manual_D.pdf","","","","",""
"84","160","0","100","","","0","","Manual in DE,EN,SP + Medikamentenbibliotek","2010-09-27","0000-00-00","0","98","0","Alaris","Syringe Pump Alaris","Alaris Asena TM CC","","CH","Syringe Pump Alaris Asena TM CC","84","20000101","","","","","","","","","300","OK, working","1","0","1","","","","","","1"
"85","159","0","100","","","0","","Manual in DE,SP","2010-09-27","0000-00-00","0","180","0","Schiller","Blood Pressure","BR-102","","CH","Blodd Pressure","85","20000101","0.31","2.1","7.1","12","","","","","on request","OK, working","1","0","1","","","","","",""
"86","151","0","100","","","0","","ECG Accesories, Manual in DE","2010-09-27","0000-00-00","0","114","0","Schiller","ECG Cardiovit","CS-100","","CH","ECG Cardiovit","86","19930302","15","38.7","48","16.9","","","","","693","OK, working","1","18363","1","","","","","",""
"87","159","0","100","","","0","","Sleeves\
Manual in EN and DE as PDF","2010-09-27","0000-00-00","0","90","0","GE Healthcare","Blood Pressure Monitor","DINAMAP 8100","","CH","Blood Pressure Monitor","87","19910319","3.9","17","17","22.4","","","","","200","OK, working","1","6765","1","87.Dinamap 8100 Crikiton Manual_E.pdf","","","","",""
"88","159","0","100","","","0","","Manual in DE","2010-09-27","0000-00-00","0","69","0","Schiller","Cardiovit","CS-6/12","","CH","Cardiovit","88","20000101","6.5","33","41","12","","","","","on request","OK, working","1","0","1","","","","","",""
"137","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","63","0","Fisher & Paykel Healthcare","Respiratory humidifier","MR410","","CH","","137","19950101","1.3","15.6","13.5","17","","","","","200","Good","1","1987","1","137.MR410 Operators Manual_E.pdf","","","","",""
"138","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","59","0","Fisher & Paykel Healthcare","Respiratory humidifier","MR411","","CH","","138","20001101","1.3","15.6","13.5","17","","","","","1031","Good","1","4931","1","138.MR410 Operators Manual_E.pdf","","","","",""
"139","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","52","0","GE Healthcare","Respiratory humidifier","MR412","","CH","","139","19960401","1.3","15.6","13.5","17","","","","","370","Good","1","4931","1","139.MR410 Operators Manual_E.pdf","","","","",""
"140","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","69","0","GE Healthcare","Respiratory humidifier","MR413","","CH","","140","19980722","1.3","15.6","13.5","17","","","","","619","Good","1","4931","1","140.MR410 Operators Manual_E.pdf","","","","",""
"141","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","60","0","GE Healthcare","Respiratory humidifier","MR414","","CH","","141","19980722","1.3","15.6","13.5","17","","","","","619","Good","1","4931","1","141.MR410 Operators Manual_E.pdf","","","","",""
"142","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","71","0","GE Healthcare","Respiratory humidifier","MR415","","CH","","142","19980722","1.3","15.6","13.5","17","","","","","619","Good","1","4931","1","142.MR410 Operators Manual_E.pdf","","","","",""
"143","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","65","0","GE Healthcare","Respiratory humidifier","MR416","","CH","","143","19980722","1.3","15.6","13.5","17","","","","","619","Good","1","4931","1","143.MR410 Operators Manual_E.pdf","","","","",""
"144","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","77","0","GE Healthcare","Respiratory humidifier","MR417","","CH","","144","19980721","1.3","15.6","13.5","17","","","","","619","Good","1","4931","1","144.MR410 Operators Manual_E.pdf","","","","",""
"135","159","0","100","","","0","","Manual in DE / Sleeves","2010-11-01","0000-00-00","0","70","0","GE Healthcare","Blood Pressure Monitor","DINAMAP 8102","","CH","","135","19900501","3.9","17","17","22.4","","","","","200","OK, working","1","7173","1","","","","","",""
"100","160","0","100","","","0","","Manual in DE as PDF","2010-09-27","0000-00-00","0","150","1","Bbraun","Needle Pump Perfusor","Perfusor SECURA FT","","CH","Needle Pumpe Perfusor FT","100","19920301","2.2","15.5","31","15.5","","","","","200","OK, working","1","3200","1","100.MR410 Operators Manual_E.pdf","","","","","1"
"101","160","0","100","","","0","","Manual in DE as PDF","2010-09-27","0000-00-00","0","166","1","Bbraun","Needle Pump Perfusor","Perfusor SECURA FT","","CH","","101","19900605","5","15.5","31","15.5","","","","","200","OK, working","1","3050","1","101.MR410 Operators Manual_E.pdf","","","","","1"
"171","157","0","100","","","0","","Manual in DE,EN","2010-11-01","0000-00-00","0","156","1","Sony","Video Recorder","SVO-9500MDP","","CH","","171","20040123","10","36.6","27","13.2","","","","","2153","OK, working","1","4400","1","","","","","",""
"172","161","0","100","","","0","","- powerful sector / Convex and Linearapplikatoren 2.0 to 7.5 MHz \
- Endo probe\
- four applicator ports The unit can be placed in 5.0MHz Convex probe, such as a 5.0/7.5 MHz\
Sector / micro sector probe and a 7.5 MHz linear transducer connected.\
- 16 pre-programmed basic settings\
- 256 shades of gray\
- extensive measurements and protocols \
- floppy drive","2010-11-01","0000-00-00","0","383","1","Siemens","Ultrasound Diagnostic, Sonoline","SI-400 E","","CH","","172","19940103","50","","","","","","","","3572","Good","1","78500","1","","","","","","1"
"105","157","0","100","","","0","","Manual in DE,EN,SP","2010-09-27","0000-00-00","0","186","0","Mitsubishi","Video Copy Processor","P91W, P91E","","CH","","105","20000101","3.3","30","15.4","9.7","","","","","on request","OK, working","1","0","1","","","","","","1"
"106","157","0","100","","","0","","Manual in DE,EN,SP","2010-09-27","0000-00-00","0","66","0","Mitsubishi","Video Copy Processor","P93W, P93E","","CH","","106","20000101","2.8","25.6","15.4","8.9","","","","","on request","OK, working","1","0","1","","","","","","1"
"108","157","0","100","","","0","","Manual in DE;EN,SP","2010-09-28","0000-00-00","0","72","0","Sony","Video Color Printer","UP-20 / UP-21MD","","CH","Color Video Printer","108","20000101","6.5","39.5","21.2","12.5","","","","","700","OK, working","1","0","1","","","","","","1"
"109","157","0","100","","","0","","Manuarl in DE,EN,SP","2010-09-28","0000-00-00","0","80","0","Sony","Digital color Printer","UP-D21MD","","CH","Digital color Printer","109","20000101","6.5","39.5","21.2","12.5","","","","","on request","OK, working","1","0","1","","","","","","1"
"110","157","0","100","","","0","","Manual in DE,EN,SP","2010-09-28","0000-00-00","0","177","0","Sony","Digital Graphic Printer","UP-D897","","CH","Digital Grafic Printer","110","20000101","2.6","24","15.4","8.8","","","","","on request","OK, working","1","0","1","","","","","","1"
"126","161","0","100","","","0","","Aloka SSD-500 PORTABLE B&W ultrasound, OB/Gyn calcs, electronic convex and linear, B and M-mode, B/M-mode simultaneous disply, movable M-cursor, B-mode single/dual frame, M-mode single frame moving bar, .75/1.0/1.5 magnification, 1B/2B focusing, Body Mark-18 formats, 7 inch monitor display.","2010-10-26","0000-00-00","0","271","0","Aloca","Ultrasound Diagnostic","SSD-500","","CH","","126","19911121","10","29","29","32","","","","","1522","Good","1","53674","1","126.aloka ssd 500.pdf","","","","",""
"174","162","0","100","","","0","","Manual in DE,EN,SP","2010-11-01","0000-00-00","0","281","1","Hill-Rom","Isolette Infant Incubator","C2000","","CH","","174","20000101","96","75","120.6","140","","","","","1590","OK, working","1","955","1","","Spital Chur","3000","Chur","","1"
"178","160","0","100",\N,\N,"0",\N,"The Perfusor fm is a transportable infusion\
syringe pump in accordance with IEC/EN\
60601-2-24 that is suitable for dispensing\
liquids in nutritional and infusion therapy. The medical specialist must decide on suitability for application on the basis of the warranted properties and the technical data.The Perfusor fm is used primarily for the highly precise, reproducible infusion of medication in large and small quantities. The device permits extremely exacting delivery rate settings, and thus optimal adaptation to any given\
requirements.","2010-11-15",\N,"0","230","1","BBraun","Syringe pump","Perfusor fm","","CH","","178","20000101","3.5","17","36","11","","","","","on request","OK, working","1","0","1","178.Perfusor fm Manual_E.pdf","","","","","1"
"173","159","0","100","","","0","","Manual in EN","2010-11-01","0000-00-00","0","114","0","Siemens","Patient Monitors","SC 6002","","CH","","173","20000101","","","","","","","","","900","OK, working","1","0","1","","","","","",""
"130","155","0","100","","","0","","following","2010-10-27","0000-00-00","0","169","1","Olympus","Video Endoskope Bronchoskop","BF-200","","CH","","130","19941019","10","","","","","","","","1540","OK, working","1","28357","1","","","","","",""
"131","155","0","100","","","0","","following","2010-10-27","0000-00-00","0","216","1","Olympus","Video Endoskope Bronchoskop","BF-200","","CH","","131","19960715","10","","","","","","","","2318","OK, working","1","28950","1","","","","","",""
"132","159","0","100","","","0","","following","2010-10-27","0000-00-00","0","78","0","Ohmeda","Puls OXY Meter","BIOX 3740","","CH","","132","19950101","3.15","23.5","20.5","8","","","","","257","Good","1","4526","1","","","","","","1"
"133","159","0","100","","","0","","following","2010-10-27","0000-00-00","0","75","0","Ohmeda","Puls OXY Meter","BIOX 3740","","CH","","133","19950130","3.15","23.5","20.5","8","","","","","298","Good","1","4526","1","","","","","","1"
"134","154","0","100","","","0","","Manual in EN as PDF\
Manual in DE","2010-11-01","0000-00-00","0","74","0","Fisher & Paykel Healthcare","Respiratory humidifier","MR418","","CH","","134","19950401","1.3","15.6","13.5","17","","","","","200","Good","1","1987","1","134.MR410 Operators Manual_E.pdf","","","","",""
"145","160","0","100","","","0","","following","2010-11-01","0000-00-00","0","139","1","Medela","Breast Pump","Classic 015","","CH","","145","19930527","5","","","","","","","","200","Good","1","2421","1","","","","","",""
"146","160","0","100","","","0","","following","2010-11-01","0000-00-00","0","177","1","Medela","Breast Pump","Classic 015","","CH","","146","19940530","5","","","","","","","","200","Good","1","2421","1","","","","","",""
"147","160","0","100","","","0","","following","2010-11-01","0000-00-00","0","145","1","Medela","Breast Pump","Classic 015","","CH","","147","19980117","5","","","","","","","","339","Good","1","2655","1","","","","","",""
"148","159","0","100","","","0","","Manual in DE","2010-11-01","0000-00-00","0","176","1","Johnson & Johnson","Dinamap XL Monitor","Dimamap XL 9302","","CH","","148","20000101","3.9","17","17","22.4","","","","","200","OK, working","1","0","1","148.Dinamap XL 9302 Manual_D.pdf","","","","",""
"149","148","0","100","","","0","","following","2010-11-01","0000-00-00","0","125","1","Agfa","X-Ray Film Developer","Drystar 2000","","CH","","149","20000101","5","","","","","","","","2797","OK, working","1","16125","1","","","","","",""
"150","157","0","100","","","0","","following","2010-11-01","0000-00-00","0","69","0","Hellige","Monitor","SMK 211","","CH","","150","19911103","10","","","","","","","","200","OK, working","1","3280","1","","","","","",""
"151","160","0","100","","","0","","Manual in EN\
\
The IMED 800 infusion pump is a semi-automatic, electrically operated syringe pump. It is designed to monitor and control delivery low volumens of I.V. fluides at high accuracy levels utilising 20 ml and 50 ml syringes from most major manufacturers.\
\
Flow rate is determined by the operator using the rate switches mounted on the front panel of the instrument. The internal program regeatedly monitorx the microprossors, switch setting and stepper motor operation.","2010-11-01","0000-00-00","0","95","0","Imed","Syring Pump","Imed800","","CH","","151","20000101","4","17.5","41.3","11.5","","","","","on request","OK, working","1","0","1","","","","","",""
"152","160","0","100","","","0","","following","2010-11-01","0000-00-00","0","68","0","Laerdal","Pump","LPSU LA770000","","CH","","152","19991206","5","","","","","","","","282","OK, working","1","1650","1","","","","","",""
"153","160","0","100","","","0","","following","2010-11-01","0000-00-00","0","66","0","Laerdal","Pump","LPSU LA770000","","CH","","153","19991206","5","","","","","","","","282","OK, working","1","1650","1","","","","","",""
"154","160","0","100","","","0","","Specifications\
Fast Occlusion Alarm\
The 3100’s internal occlusion pressure detector has a time to alarm response which makes it suitable for neonatal risk infusions.\
Adjustable Occlusion Pressure\
The Graseby® 3100 is suitable for a range of applications from routine ward use to neonatal infusions.\
Excellent Flow-Rate Accuracy\
The high level of short and long-term flow-rate accuracy makes the 3100 suitable for neonatal and high risk infusions.\
0.1 – 199.9ml/hr Infusion Rate allows a wide range of drug therapies.\
The internal battery provides more than two and a half hours’ power for patient transportation, or in the event of AC power failure.\
The totaliser allows volume infused to be recorded.\
Automatic Syringe Size-Sensing\
Automatic sensing of 20ml, 30ml and 50/60ml size syringes.\
The Graseby®3100 accepts syringes from all major manufacturers.","2010-11-01","0000-00-00","0","91","0","Graseby Medical","Needle Pump","Graseby 3100","","CH","","154","20000101","2.4","13","32","19","","","","","250","OK, working","1","0","1","","","","","",""
"155","159","0","100","","","0","","Manual in EN","2010-11-01","0000-00-00","0","78","0","Kontron Medical","Oxygen Monitor","810","","CH","","155","20000101","0.75","14","18","77","","","","","on request","OK, working","1","0","1","","","","","",""
"156","160","0","100","","","0","","Manual in EN\
\
Specifications:\
- Compatible syringes: Refer to the label attached to the front of the pump for permitted syringe manufacturers and sizes.\
- Continuous infusion rate: 0.1 to 200 ml/h\
- infusion rate increments 0.1 to 19.9 ml/h in increments of 0.1 ml/h - 20 to 200 ml/h  in increments of 1 ml/h","2010-11-01","0000-00-00","0","52","0","Ohmeda","Syringe Pump","9000","","CH","","156","20000101","1.4","","","","","","","","on request","OK, working","1","0","1","","","","","",""
"157","159","0","100","","","0","","following","2010-11-01","0000-00-00","0","59","0","Hellige","Monitor","Oxycardio-Respirogra","","CH","","157","19951015","10","","","","","","","","1370","OK, working","1","20230","1","","","","","",""
"158","159","0","100","","","0","","following","2010-11-01","0000-00-00","0","70","0","Masimo","Puls OXY Meter","RAD-9","","CH","","158","20040115","10","","","","","","","","1197","Very Good","1","2800","1","","","","","","1"
"159","155","0","100","","","0","","following","2010-11-01","0000-00-00","0","60","0","Storz","Video-Endoscopy Control Unit","Telecam","","CH","","159","19941027","10","","","","","","","","1176","OK, working","1","21558","1","","","","","","1"
"160","155","0","100","","","0","","following","2010-11-01","0000-00-00","0","198","0","Storz","Video Camera Endoscopy Tricam","Tray 39301ACT","","CH","","160","20070121","10","","","","","","","","15401","OK, working","1","17532","1","","","","","",""
"161","157","0","100","","","0","","following","2010-11-01","0000-00-00","0","77","0","Sony","Video Recorder","TV-Norm CCIR SXR","","CH","","161","19910701","10","","","","","","","","1043","OK, working","1","39980","1","","","","","",""
"162","154","0","100","","","0","","Manual in DE as PDF","2010-11-01","0000-00-00","0","78","0","Lambrecht","Inhaler","Saluta Super 2","","CH","","162","20000101","","","","","","","","","on request","OK, working","1","0","1","162.Saluta Super 2 Manual_D.pdf","","","","",""
"163","159","0","100","","","0","","Manual in DE","2010-11-01","0000-00-00","0","77","0","Dräger","Infinity Configured Monitoring Systems","SC600sXL/SC 6802XL","","CH","","163","20000101","3.87","14.5","26.7","19.6","","","","","on request","OK, working","1","0","1","","","","","",""
"164","160","0","100","","","0","","following","2010-11-01","0000-00-00","0","76","0","BBraun","Needle Pump Perfusor","Perfusor Secura FM D. 2.Versio","","CH","","164","19971205","5","","","","","","","","324","Good","1","2965","1","","","","","","1"
"165","160","0","100","","","0","","following","2010-11-01","0000-00-00","0","85","0","BBraun","Syringe pump","Secura FM d. 2.Versio","","CH","","165","20000501","5","","","","","","","","556","Good","1","2965","1","","","","","","1"
"167","159","0","100","","","0","","Manual in EN","2010-11-01","0000-00-00","0","78","0","Siemens","Patient Monitors","SC 7000","","CH","","167","20000101","","","","","","","","","on request","OK, working","1","0","1","","","","","",""
"168","159","0","100","","","0","","Manual in EN","2010-11-01","0000-00-00","0","72","0","Siemens","Patient Monitors","SC 9000XL","","CH","","168","20000101","","","","","","","","","on request","OK, working","1","0","1","","","","","",""
"169","159","0","100","","","0","","Manual in EN","2010-11-01","0000-00-00","0","62","0","Siemens","Patient Monitors","SC 6000","","CH","","169","20000101","","","","","","","","","on request","OK, working","1","0","1","","","","","",""
"170","159","0","100","","","0","","Manual in EN","2010-11-01","0000-00-00","0","76","0","Siemens","Patient monitoring","SC 9000","","CH","","170","20000101","","","","","","","","","on request","OK, working","1","0","1","","","","","",""
"179","159","0","100",\N,\N,"0",\N,"Key Features of the Solar 8000 Monitor are:\
Solar 8000 with Tram Rac, C.S.and Recorder\
The Monitor includes the following parameters:\
• ECG\
• NIBP\
• SpO2\
• Temperature\
• 2 IBP\
• Flat Screen view panel VP150, 15” Resolution: 1024 x 514 pixels \
\
Tram rac 4A, 1 module Tram 250sl\
\
Mounting frame included in the price.","2010-11-19",\N,"0","422","1","GE Healthcare","Critical Care Monitoring","Solar 8000","","CH","","179","19990101","30","","","","","","","","567","Good","1","0","1","179.Offer - Solar 8000 CPU Modell - MedTechTrade.pdf","","","","Solar 8000 CPU Modell - MedTechTrade.pdf","1"
"182","160","0","100",\N,\N,"0",\N,"- Continuous Infusion and TCI (Target Controlled Infusion) Modes\
- Preset (hands-free) and Manual (hands-on) Bolus\
- High Bolus Infusion Rate\
- Volume (ml/hr) and Mass Units Infusion Programming\
- Accepts and automatically senses the size of syringes from the major manufactures\
- Occlusion Alarm\
- Volume and Mass and Totalizers\
- Pump History\
- Communications Interface\
- AC Powered with backup battery operation\
TCI Features\
- Incorporates the AstraZeneca DiprifusorTM TCI Module\
- Compatible with AstraZeneca Diprivan PFS\
- TCI Target Titrate\
Battery condition: as is.","2010-11-26",\N,"0","186","1","Graseby Medical","Syringe Pump","3500 D TCI","","CH","","182","19990101","","","","","","","","","493","OK, working","1","3550","1","","","","","","1"
"183","160","0","100",\N,\N,"0",\N,"- Continuous Infusion and TCI (Target Controlled Infusion) Modes\
- Preset (hands-free) and Manual (hands-on) Bolus\
- High Bolus Infusion Rate\
- Volume (ml/hr) and Mass Units Infusion Programming\
- Accepts and automatically senses the size of syringes from the major manufactures\
- Occlusion Alarm\
- Volume and Mass and Totalizers\
- Pump History\
- Communications Interface\
- AC Powered with backup battery operation\
TCI Features\
- Incorporates the AstraZeneca DiprifusorTM TCI Module\
- Compatible with AstraZeneca Diprivan PFS\
- TCI Target Titrate\
Battery condition: as is.","2010-11-26",\N,"0","178","0","Graseby Medical","Syringe Pump","3500 D TCI","","CH","","183","19990101","","","","","","","","","493","OK, working","1","3550","1","","","","","","1"
"185","155","0","100",\N,\N,"0",\N,"following","2010-11-26",\N,"0","60","0","Wisap","INSUFFLATION Device CO2","7050E","","CH","","185","19950101","","","","","","","","","400","OK, working","1","10000","1","","","","","",""
"186","159","0","100",\N,\N,"0",\N,"following","2010-11-26",\N,"0","153","1","HP","Surveillance MONITOR","78351A","","CH","","186","19990101","","","","","","","","","200","OK, working","1","0","1","","","","","",""
"187","159","0","100",\N,\N,"0",\N,"following","2010-11-26",\N,"0","63","0","HP","Surveillance MONITOR","78353A","","CH","","187","19990101","","","","","","","","","200","OK, working","1","0","1","","","","","",""
"188","159","0","100",\N,\N,"0",\N,"following","2010-11-26",\N,"0","66","0","Kontron Medical","Oxygen Monitor","810","","CH","","188","19990101","","","","","","","","","260","OK, working","1","1870","1","","","","","",""
"189","159","0","100",\N,\N,"0",\N,"following","2010-11-26",\N,"0","60","0","Kontron Medical","Oxygen Monitor","810","","CH","","189","19990101","","","","","","","","","260","OK, working","1","1870","1","","","","","",""
"190","159","0","100",\N,\N,"0",\N,"following","2010-11-26",\N,"0","85","0","Kontron Medical","Oxygen Monitor","810","","CH","","190","19990101","","","","","","","","","260","OK, working","1","1870","1","","","","","",""
"191","155","0","100",\N,\N,"0",\N,"Endoscopy camera\
\
Camera unit available Linvatec 8172\
(search Linvatec 8172 in our webpage)","2010-11-26",\N,"0","196","1","Linvatec","Control Unit Video Endoskop","8180A","","CH","","191","19990101","","","","","","","","","1735","OK, working","1","1000","1","","KSGR","3000","Chur","","1"
"192","150","0","100",\N,\N,"0",\N,"following","2010-11-26",\N,"0","70","0","Bipolar","Coagolatoin device","Comp/M 900625-1","","CH","","192","19990101","","","","","","","","","278","Very Good","1","2000","1","","","","","",""
"193","155","0","100",\N,\N,"0",\N,"following","2010-11-26",\N,"0","67","0","Olympus","Control Unit Video Endoskop","CV-200","","CH","","193","19990101","","","","","","","","","2082","OK, working","1","15000","1","","","","","",""
